time,device,device_activated
2016-07-15 10:37:33,device_2,1
2016-07-15 10:40:16,device_2,1
2016-07-15 10:49:58,device_5,1
2016-07-15 10:54:19,device_3,1
2016-07-15 10:55:16,device_2,1
2016-07-15 10:55:49,device_2,1
2016-07-15 11:02:02,device_5,1
2016-07-15 11:03:14,device_6,1
2016-07-15 11:06:14,device_2,1
2016-07-15 11:06:24,device_5,1
2016-07-15 11:08:51,device_2,1
2016-07-15 11:14:16,device_6,1
2016-07-15 11:14:36,device_5,1
2016-07-15 11:20:24,device_6,1
2016-07-15 11:25:27,device_2,1
2016-07-15 11:28:16,device_6,1
2016-07-15 11:29:10,device_2,1
2016-07-15 11:34:14,device_6,1
2016-07-15 11:36:55,device_5,1
2016-07-15 11:38:53,device_2,1
2016-07-15 11:40:04,device_2,1
2016-07-15 11:40:49,device_3,1
2016-07-15 11:44:07,device_5,1
2016-07-15 11:47:18,device_5,1
2016-07-15 11:47:21,device_6,1
2016-07-15 11:50:42,device_6,1
2016-07-15 11:54:25,device_5,1
2016-07-15 11:58:29,device_2,1
2016-07-15 12:00:16,device_6,1
2016-07-15 12:06:16,device_2,1
2016-07-15 12:13:40,device_2,1
2016-07-15 12:13:48,device_5,1
2016-07-15 12:17:17,device_6,1
2016-07-15 12:21:16,device_2,1
2016-07-15 12:26:01,device_2,1
2016-07-15 12:26:26,device_2,1
2016-07-15 12:29:44,device_2,1
2016-07-15 12:39:35,device_5,1
2016-07-15 12:40:20,device_2,1
2016-07-15 12:40:22,device_2,1
2016-07-15 12:40:22,device_6,1
2016-07-15 12:47:06,device_6,1
2016-07-15 12:55:54,device_6,1
2016-07-15 12:57:10,device_3,1
2016-07-15 12:59:06,device_2,1
2016-07-15 13:01:52,device_3,1
2016-07-15 13:07:02,device_3,1
2016-07-15 13:09:17,device_2,1
2016-07-15 13:11:48,device_2,1
2016-07-15 13:13:10,device_6,1
2016-07-15 13:15:33,device_5,1
2016-07-15 13:20:28,device_5,1
2016-07-15 13:21:50,device_3,1
2016-07-15 13:22:57,device_2,1
2016-07-15 13:23:20,device_2,1
2016-07-15 13:23:47,device_5,1
2016-07-15 13:26:33,device_2,1
2016-07-15 13:31:28,device_6,1
2016-07-15 13:32:43,device_2,1
2016-07-15 13:33:19,device_3,1
2016-07-15 13:34:28,device_2,1
2016-07-15 13:39:53,device_2,1
2016-07-15 13:39:54,device_2,1
2016-07-15 13:40:28,device_5,1
2016-07-15 13:45:44,device_5,1
2016-07-15 13:48:13,device_6,1
2016-07-15 13:54:16,device_5,1
2016-07-15 13:55:52,device_6,1
2016-07-15 13:56:03,device_2,1
2016-07-15 13:56:48,device_3,1
2016-07-15 14:01:54,device_6,1
2016-07-15 14:04:30,device_2,1
2016-07-15 14:06:06,device_5,1
2016-07-15 14:07:26,device_2,1
2016-07-15 14:08:45,device_6,1
2016-07-15 14:13:38,device_2,1
2016-07-15 14:16:16,device_5,1
2016-07-15 14:18:17,device_3,1
2016-07-15 14:22:27,device_6,1
2016-07-15 14:23:23,device_2,1
2016-07-15 14:26:15,device_5,1
2016-07-15 14:31:59,device_3,1
2016-07-15 14:33:51,device_5,1
2016-07-15 14:35:17,device_2,1
2016-07-15 14:35:27,device_2,1
2016-07-15 14:35:45,device_3,1
2016-07-15 14:35:52,device_6,1
2016-07-15 14:39:26,device_2,1
2016-07-15 14:41:30,device_3,1
2016-07-15 14:44:55,device_6,1
2016-07-15 14:45:28,device_2,1
2016-07-15 14:45:29,device_2,1
2016-07-15 14:48:00,device_5,1
2016-07-15 14:49:12,device_2,1
2016-07-15 14:49:15,device_2,1
2016-07-15 14:51:38,device_6,1
2016-07-15 14:52:49,device_5,1
2016-07-15 14:55:20,device_3,1
2016-07-15 14:56:15,device_6,1
2016-07-15 14:59:27,device_3,1
2016-07-15 14:59:59,device_5,1
2016-07-15 15:05:46,device_2,1
2016-07-15 15:06:09,device_5,1
2016-07-15 15:07:41,device_3,1
2016-07-15 15:08:40,device_6,1
2016-07-15 15:11:08,device_3,1
2016-07-15 15:19:56,device_3,1
2016-07-15 15:28:41,device_2,1
2016-07-15 15:30:19,device_3,1
2016-07-15 15:32:52,device_2,1
2016-07-15 15:34:01,device_5,1
2016-07-15 15:34:26,device_6,1
2016-07-15 15:35:58,device_3,1
2016-07-15 15:37:44,device_2,1
2016-07-15 15:40:53,device_6,1
2016-07-15 15:42:00,device_2,1
2016-07-15 15:42:51,device_2,1
2016-07-15 15:43:14,device_5,1
2016-07-15 15:46:07,device_3,1
2016-07-15 15:52:36,device_2,1
2016-07-15 15:53:58,device_6,1
2016-07-15 15:58:59,device_2,1
2016-07-15 16:12:37,device_2,1
2016-07-15 16:17:25,device_2,1
2016-07-15 16:22:26,device_2,1
2016-07-15 16:22:42,device_2,1
2016-07-15 16:28:55,device_2,1
2016-07-15 16:33:40,device_2,1
2016-07-15 16:44:03,device_6,1
2016-07-15 16:52:22,device_2,1
2016-07-15 17:11:31,device_6,1
2016-07-15 17:22:18,device_6,1
2016-07-15 17:53:46,device_6,1
2016-07-16 00:29:46,device_6,1
2016-07-17 11:52:10,device_3,1
2016-07-17 12:03:38,device_3,1
2016-07-17 12:14:06,device_3,1
2016-07-17 12:21:29,device_3,1
2016-07-17 12:31:57,device_3,1
2016-07-17 12:40:47,device_3,1
2016-07-18 06:30:17,device_6,1
2016-07-18 06:33:29,device_6,1
2016-07-18 07:03:12,device_6,1
2016-07-18 07:33:09,device_6,1
2016-07-18 07:45:45,device_6,1
2016-07-18 08:04:54,device_6,1
2016-07-18 08:14:44,device_6,1
2016-07-18 08:15:54,device_5,1
2016-07-18 08:16:58,device_3,1
2016-07-18 08:23:21,device_6,1
2016-07-18 08:26:11,device_5,1
2016-07-18 08:32:13,device_5,1
2016-07-18 08:37:33,device_6,1
2016-07-18 08:40:45,device_5,1
2016-07-18 08:42:24,device_2,1
2016-07-18 08:43:49,device_2,1
2016-07-18 08:46:04,device_6,1
2016-07-18 08:47:14,device_4,1
2016-07-18 08:47:39,device_2,1
2016-07-18 08:47:40,device_2,1
2016-07-18 08:50:33,device_5,1
2016-07-18 08:55:23,device_4,1
2016-07-18 08:56:14,device_3,1
2016-07-18 08:57:38,device_2,1
2016-07-18 09:00:12,device_6,1
2016-07-18 09:01:47,device_5,1
2016-07-18 09:01:51,device_2,1
2016-07-18 09:01:54,device_2,1
2016-07-18 09:09:08,device_5,1
2016-07-18 09:11:46,device_2,1
2016-07-18 09:12:03,device_2,1
2016-07-18 09:15:09,device_4,1
2016-07-18 09:19:48,device_4,1
2016-07-18 09:23:04,device_6,1
2016-07-18 09:25:50,device_4,1
2016-07-18 09:28:21,device_2,1
2016-07-18 09:31:02,device_6,1
2016-07-18 09:31:52,device_5,1
2016-07-18 09:33:26,device_2,1
2016-07-18 09:37:56,device_6,1
2016-07-18 09:38:58,device_5,1
2016-07-18 09:39:07,device_4,1
2016-07-18 09:40:34,device_2,1
2016-07-18 09:43:29,device_2,1
2016-07-18 09:44:18,device_2,1
2016-07-18 09:49:14,device_6,1
2016-07-18 09:49:49,device_5,1
2016-07-18 09:53:35,device_2,1
2016-07-18 09:56:00,device_6,1
2016-07-18 09:57:40,device_2,1
2016-07-18 09:59:30,device_2,1
2016-07-18 09:59:50,device_4,1
2016-07-18 10:01:21,device_5,1
2016-07-18 10:03:17,device_4,1
2016-07-18 10:04:40,device_6,1
2016-07-18 10:12:53,device_6,1
2016-07-18 10:16:10,device_5,1
2016-07-18 10:36:46,device_4,1
2016-07-18 10:40:12,device_4,1
2016-07-18 10:40:34,device_6,1
2016-07-18 10:51:48,device_6,1
2016-07-18 10:52:53,device_4,1
2016-07-18 10:56:23,device_6,1
2016-07-18 10:58:14,device_5,1
2016-07-18 11:00:59,device_4,1
2016-07-18 11:03:58,device_6,1
2016-07-18 11:08:20,device_4,1
2016-07-18 11:13:43,device_4,1
2016-07-18 11:14:34,device_6,1
2016-07-18 11:16:07,device_5,1
2016-07-18 11:19:55,device_6,1
2016-07-18 11:24:10,device_6,1
2016-07-18 11:34:09,device_4,1
2016-07-18 11:34:17,device_6,1
2016-07-18 11:34:51,device_5,1
2016-07-18 11:41:14,device_6,1
2016-07-18 11:41:20,device_4,1
2016-07-18 11:43:40,device_5,1
2016-07-18 11:48:01,device_6,1
2016-07-18 12:02:31,device_6,1
2016-07-18 12:14:48,device_4,1
2016-07-18 12:16:33,device_6,1
2016-07-18 12:22:25,device_2,1
2016-07-18 12:24:07,device_2,1
2016-07-18 12:28:17,device_4,1
2016-07-18 12:34:00,device_6,1
2016-07-18 12:37:26,device_4,1
2016-07-18 12:40:11,device_3,1
2016-07-18 12:43:46,device_2,1
2016-07-18 12:44:32,device_2,1
2016-07-18 12:50:06,device_5,1
2016-07-18 12:51:15,device_2,1
2016-07-18 12:52:01,device_4,1
2016-07-18 12:52:16,device_6,1
2016-07-18 12:57:11,device_6,1
2016-07-18 13:01:12,device_6,1
2016-07-18 13:03:41,device_2,1
2016-07-18 13:04:04,device_3,1
2016-07-18 13:08:29,device_2,1
2016-07-18 13:08:40,device_6,1
2016-07-18 13:11:38,device_2,1
2016-07-18 13:14:45,device_5,1
2016-07-18 13:15:06,device_2,1
2016-07-18 13:24:55,device_2,1
2016-07-18 13:27:48,device_3,1
2016-07-18 13:30:57,device_2,1
2016-07-18 13:31:16,device_6,1
2016-07-18 13:37:03,device_6,1
2016-07-18 13:38:32,device_2,1
2016-07-18 13:40:45,device_6,1
2016-07-18 13:45:52,device_3,1
2016-07-18 13:45:53,device_2,1
2016-07-18 13:46:00,device_2,1
2016-07-18 13:49:20,device_6,1
2016-07-18 13:49:30,device_4,1
2016-07-18 13:49:41,device_5,1
2016-07-18 13:54:30,device_4,1
2016-07-18 13:54:37,device_6,1
2016-07-18 13:56:18,device_3,1
2016-07-18 13:58:00,device_2,1
2016-07-18 13:58:56,device_5,1
2016-07-18 13:59:07,device_2,1
2016-07-18 14:00:14,device_3,1
2016-07-18 14:02:10,device_6,1
2016-07-18 14:05:01,device_3,1
2016-07-18 14:07:56,device_2,1
2016-07-18 14:15:32,device_4,1
2016-07-18 14:16:48,device_2,1
2016-07-18 14:19:47,device_6,1
2016-07-18 14:21:33,device_5,1
2016-07-18 14:22:37,device_4,1
2016-07-18 14:27:57,device_2,1
2016-07-18 14:32:43,device_6,1
2016-07-18 14:34:58,device_2,1
2016-07-18 14:41:00,device_3,1
2016-07-18 14:44:20,device_3,1
2016-07-18 14:46:37,device_2,1
2016-07-18 14:51:32,device_6,1
2016-07-18 14:57:03,device_4,1
2016-07-18 14:57:11,device_6,1
2016-07-18 14:59:31,device_2,1
2016-07-18 14:59:52,device_3,1
2016-07-18 15:04:31,device_2,1
2016-07-18 15:08:14,device_2,1
2016-07-18 15:16:46,device_6,1
2016-07-18 15:19:55,device_3,1
2016-07-18 15:24:08,device_6,1
2016-07-18 15:25:59,device_2,1
2016-07-18 15:28:27,device_3,1
2016-07-18 15:31:50,device_3,1
2016-07-18 15:33:53,device_6,1
2016-07-18 15:35:42,device_2,1
2016-07-18 15:37:09,device_3,1
2016-07-18 15:42:10,device_2,1
2016-07-18 15:45:13,device_2,1
2016-07-18 15:46:17,device_5,1
2016-07-18 15:51:14,device_2,1
2016-07-18 15:51:37,device_3,1
2016-07-18 15:52:05,device_5,1
2016-07-18 15:52:32,device_6,1
2016-07-18 15:57:10,device_5,1
2016-07-18 15:57:29,device_2,1
2016-07-18 15:59:38,device_2,1
2016-07-18 16:04:37,device_5,1
2016-07-18 16:06:19,device_3,1
2016-07-18 16:16:53,device_2,1
2016-07-18 16:17:09,device_2,1
2016-07-18 16:19:41,device_4,1
2016-07-18 16:19:49,device_6,1
2016-07-18 16:24:18,device_2,1
2016-07-18 16:27:35,device_2,1
2016-07-18 16:28:32,device_3,1
2016-07-18 16:32:05,device_3,1
2016-07-18 16:37:09,device_2,1
2016-07-18 16:41:45,device_4,1
2016-07-18 16:41:53,device_6,1
2016-07-18 16:42:04,device_2,1
2016-07-18 16:43:53,device_3,1
2016-07-18 16:48:25,device_2,1
2016-07-18 16:50:17,device_6,1
2016-07-18 16:51:43,device_4,1
2016-07-18 16:57:20,device_2,1
2016-07-18 16:57:48,device_2,1
2016-07-18 16:59:07,device_4,1
2016-07-18 17:01:20,device_2,1
2016-07-18 17:01:26,device_2,1
2016-07-18 17:05:03,device_4,1
2016-07-18 17:05:14,device_6,1
2016-07-18 17:14:19,device_6,1
2016-07-18 17:14:51,device_3,1
2016-07-18 17:26:05,device_6,1
2016-07-18 17:26:56,device_3,1
2016-07-18 17:33:31,device_6,1
2016-07-18 17:41:12,device_6,1
2016-07-18 19:25:35,device_3,1
2016-07-18 19:42:22,device_3,1
2016-07-18 19:46:46,device_3,1
2016-07-19 06:28:49,device_6,1
2016-07-19 06:38:41,device_6,1
2016-07-19 07:01:22,device_6,1
2016-07-19 07:12:26,device_6,1
2016-07-19 07:31:34,device_6,1
2016-07-19 07:44:52,device_6,1
2016-07-19 07:48:57,device_6,1
2016-07-19 07:53:48,device_6,1
2016-07-19 08:07:20,device_6,1
2016-07-19 08:12:40,device_6,1
2016-07-19 08:25:56,device_5,1
2016-07-19 08:27:08,device_6,1
2016-07-19 08:33:01,device_5,1
2016-07-19 08:36:05,device_4,1
2016-07-19 08:36:11,device_6,1
2016-07-19 08:41:55,device_6,1
2016-07-19 08:43:37,device_5,1
2016-07-19 08:48:10,device_5,1
2016-07-19 08:53:39,device_6,1
2016-07-19 08:54:30,device_5,1
2016-07-19 08:58:35,device_4,1
2016-07-19 09:02:20,device_4,1
2016-07-19 09:02:59,device_6,1
2016-07-19 09:18:07,device_6,1
2016-07-19 09:22:45,device_6,1
2016-07-19 09:29:34,device_5,1
2016-07-19 09:36:54,device_5,1
2016-07-19 09:36:55,device_6,1
2016-07-19 09:37:30,device_3,1
2016-07-19 09:40:08,device_5,1
2016-07-19 09:40:23,device_2,1
2016-07-19 09:40:56,device_2,1
2016-07-19 09:44:16,device_3,1
2016-07-19 09:46:13,device_5,1
2016-07-19 09:51:09,device_3,1
2016-07-19 09:52:15,device_2,1
2016-07-19 09:53:23,device_2,1
2016-07-19 09:53:52,device_5,1
2016-07-19 09:55:33,device_3,1
2016-07-19 09:56:00,device_6,1
2016-07-19 09:56:27,device_2,1
2016-07-19 09:57:12,device_4,1
2016-07-19 10:04:13,device_5,1
2016-07-19 10:09:01,device_4,1
2016-07-19 10:20:50,device_5,1
2016-07-19 10:22:39,device_6,1
2016-07-19 10:28:54,device_5,1
2016-07-19 10:33:14,device_5,1
2016-07-19 10:34:34,device_6,1
2016-07-19 10:40:49,device_5,1
2016-07-19 10:54:13,device_4,1
2016-07-19 10:55:20,device_6,1
2016-07-19 10:55:35,device_5,1
2016-07-19 11:01:46,device_5,1
2016-07-19 11:09:08,device_6,1
2016-07-19 11:17:45,device_6,1
2016-07-19 11:19:29,device_5,1
2016-07-19 11:26:36,device_5,1
2016-07-19 11:33:03,device_3,1
2016-07-19 11:33:44,device_5,1
2016-07-19 11:36:05,device_2,1
2016-07-19 11:37:56,device_2,1
2016-07-19 11:38:59,device_3,1
2016-07-19 11:40:07,device_5,1
2016-07-19 11:42:29,device_3,1
2016-07-19 11:46:01,device_6,1
2016-07-19 11:50:28,device_3,1
2016-07-19 11:50:29,device_6,1
2016-07-19 11:52:53,device_4,1
2016-07-19 11:56:11,device_6,1
2016-07-19 11:56:45,device_2,1
2016-07-19 11:59:49,device_4,1
2016-07-19 11:59:52,device_3,1
2016-07-19 12:02:19,device_2,1
2016-07-19 12:07:13,device_3,1
2016-07-19 12:09:01,device_4,1
2016-07-19 12:12:58,device_3,1
2016-07-19 12:17:08,device_2,1
2016-07-19 12:17:44,device_3,1
2016-07-19 12:18:39,device_6,1
2016-07-19 12:20:49,device_3,1
2016-07-19 12:21:46,device_2,1
2016-07-19 12:24:54,device_4,1
2016-07-19 12:39:27,device_6,1
2016-07-19 12:54:29,device_6,1
2016-07-19 12:57:50,device_5,1
2016-07-19 13:02:14,device_5,1
2016-07-19 13:02:16,device_6,1
2016-07-19 13:08:42,device_6,1
2016-07-19 13:10:09,device_5,1
2016-07-19 13:12:21,device_6,1
2016-07-19 13:17:39,device_5,1
2016-07-19 13:18:43,device_4,1
2016-07-19 13:29:48,device_4,1
2016-07-19 13:29:55,device_6,1
2016-07-19 13:41:19,device_5,1
2016-07-19 13:42:36,device_6,1
2016-07-19 13:43:01,device_4,1
2016-07-19 13:48:37,device_4,1
2016-07-19 13:50:13,device_6,1
2016-07-19 13:54:55,device_6,1
2016-07-19 13:59:41,device_6,1
2016-07-19 14:01:25,device_5,1
2016-07-19 14:03:59,device_6,1
2016-07-19 14:14:40,device_6,1
2016-07-19 14:15:15,device_5,1
2016-07-19 14:22:05,device_6,1
2016-07-19 14:29:01,device_6,1
2016-07-19 14:52:19,device_6,1
2016-07-19 14:53:06,device_4,1
2016-07-19 14:53:53,device_5,1
2016-07-19 14:58:03,device_5,1
2016-07-19 14:58:15,device_4,1
2016-07-19 14:58:22,device_6,1
2016-07-19 15:04:38,device_4,1
2016-07-19 15:06:46,device_3,1
2016-07-19 15:07:50,device_6,1
2016-07-19 15:10:20,device_5,1
2016-07-19 15:16:54,device_3,1
2016-07-19 15:24:11,device_2,1
2016-07-19 15:24:13,device_2,1
2016-07-19 15:25:34,device_5,1
2016-07-19 15:27:34,device_3,1
2016-07-19 15:30:50,device_4,1
2016-07-19 15:30:57,device_2,1
2016-07-19 15:30:58,device_2,1
2016-07-19 15:34:24,device_2,1
2016-07-19 15:37:17,device_5,1
2016-07-19 15:42:31,device_3,1
2016-07-19 15:43:41,device_2,1
2016-07-19 15:43:54,device_2,1
2016-07-19 15:44:39,device_5,1
2016-07-19 15:48:53,device_2,1
2016-07-19 15:51:52,device_2,1
2016-07-19 15:57:01,device_2,1
2016-07-19 15:57:41,device_6,1
2016-07-19 15:57:49,device_5,1
2016-07-19 15:57:55,device_4,1
2016-07-19 15:58:50,device_3,1
2016-07-19 16:02:41,device_6,1
2016-07-19 16:02:59,device_4,1
2016-07-19 16:13:39,device_6,1
2016-07-19 16:14:19,device_4,1
2016-07-19 16:24:40,device_6,1
2016-07-19 16:24:55,device_5,1
2016-07-19 16:30:54,device_6,1
2016-07-19 16:34:58,device_6,1
2016-07-19 16:39:01,device_4,1
2016-07-19 16:46:57,device_4,1
2016-07-19 16:53:02,device_6,1
2016-07-19 16:55:00,device_4,1
2016-07-19 17:04:29,device_6,1
2016-07-19 17:12:49,device_4,1
2016-07-19 17:17:50,device_6,1
2016-07-19 17:32:20,device_6,1
2016-07-19 17:36:48,device_6,1
2016-07-19 17:44:34,device_6,1
2016-07-20 06:35:33,device_6,1
2016-07-20 07:00:19,device_6,1
2016-07-20 07:27:48,device_6,1
2016-07-20 07:39:05,device_6,1
2016-07-20 07:52:06,device_6,1
2016-07-20 08:02:23,device_6,1
2016-07-20 08:07:56,device_6,1
2016-07-20 08:15:16,device_5,1
2016-07-20 08:24:54,device_5,1
2016-07-20 08:26:34,device_6,1
2016-07-20 08:26:44,device_4,1
2016-07-20 08:32:19,device_4,1
2016-07-20 08:32:57,device_5,1
2016-07-20 08:37:47,device_6,1
2016-07-20 08:39:03,device_4,1
2016-07-20 08:43:37,device_5,1
2016-07-20 08:48:54,device_4,1
2016-07-20 08:48:58,device_5,1
2016-07-20 08:57:22,device_5,1
2016-07-20 09:00:31,device_4,1
2016-07-20 09:06:04,device_6,1
2016-07-20 09:11:56,device_4,1
2016-07-20 09:13:18,device_6,1
2016-07-20 09:14:02,device_5,1
2016-07-20 09:18:12,device_4,1
2016-07-20 09:18:16,device_6,1
2016-07-20 09:22:30,device_6,1
2016-07-20 09:26:17,device_4,1
2016-07-20 09:26:57,device_6,1
2016-07-20 09:28:58,device_5,1
2016-07-20 09:30:35,device_4,1
2016-07-20 09:33:23,device_5,1
2016-07-20 09:37:08,device_6,1
2016-07-20 09:38:46,device_4,1
2016-07-20 09:41:09,device_5,1
2016-07-20 09:44:08,device_6,1
2016-07-20 09:45:50,device_4,1
2016-07-20 09:47:55,device_5,1
2016-07-20 09:52:44,device_4,1
2016-07-20 10:00:17,device_6,1
2016-07-20 10:02:37,device_5,1
2016-07-20 10:20:45,device_4,1
2016-07-20 10:20:52,device_6,1
2016-07-20 10:24:46,device_6,1
2016-07-20 10:28:21,device_5,1
2016-07-20 10:28:59,device_4,1
2016-07-20 10:44:01,device_5,1
2016-07-20 10:53:46,device_6,1
2016-07-20 10:57:55,device_4,1
2016-07-20 11:05:06,device_6,1
2016-07-20 11:16:48,device_5,1
2016-07-20 11:21:03,device_6,1
2016-07-20 11:21:57,device_5,1
2016-07-20 11:27:44,device_6,1
2016-07-20 11:32:22,device_4,1
2016-07-20 11:32:40,device_5,1
2016-07-20 11:36:19,device_6,1
2016-07-20 11:41:27,device_6,1
2016-07-20 11:47:25,device_6,1
2016-07-20 12:02:00,device_6,1
2016-07-20 12:22:13,device_6,1
2016-07-20 12:27:23,device_6,1
2016-07-20 12:35:34,device_5,1
2016-07-20 12:37:54,device_4,1
2016-07-20 12:38:08,device_6,1
2016-07-20 12:42:02,device_4,1
2016-07-20 12:44:09,device_5,1
2016-07-20 12:45:09,device_4,1
2016-07-20 12:45:28,device_6,1
2016-07-20 12:50:46,device_5,1
2016-07-20 12:53:44,device_6,1
2016-07-20 12:56:16,device_5,1
2016-07-20 13:00:21,device_4,1
2016-07-20 13:08:36,device_4,1
2016-07-20 13:08:39,device_6,1
2016-07-20 13:15:14,device_4,1
2016-07-20 13:15:15,device_6,1
2016-07-20 13:20:28,device_5,1
2016-07-20 13:21:41,device_4,1
2016-07-20 13:24:06,device_6,1
2016-07-20 13:24:57,device_5,1
2016-07-20 13:27:19,device_4,1
2016-07-20 13:32:11,device_5,1
2016-07-20 13:34:56,device_4,1
2016-07-20 13:44:05,device_6,1
2016-07-20 13:55:11,device_2,1
2016-07-20 13:55:45,device_2,1
2016-07-20 13:59:37,device_3,1
2016-07-20 14:00:10,device_6,1
2016-07-20 14:01:13,device_5,1
2016-07-20 14:03:32,device_2,1
2016-07-20 14:03:35,device_3,1
2016-07-20 14:04:51,device_4,1
2016-07-20 14:10:08,device_6,1
2016-07-20 14:12:44,device_3,1
2016-07-20 14:12:56,device_2,1
2016-07-20 14:21:39,device_2,1
2016-07-20 14:22:30,device_6,1
2016-07-20 14:26:23,device_2,1
2016-07-20 14:26:32,device_4,1
2016-07-20 14:28:29,device_2,1
2016-07-20 14:32:40,device_6,1
2016-07-20 14:32:43,device_3,1
2016-07-20 14:35:58,device_6,1
2016-07-20 14:35:58,device_2,1
2016-07-20 14:36:08,device_4,1
2016-07-20 14:38:00,device_3,1
2016-07-20 14:44:05,device_6,1
2016-07-20 14:44:59,device_5,1
2016-07-20 14:46:54,device_2,1
2016-07-20 14:47:18,device_2,1
2016-07-20 14:47:26,device_3,1
2016-07-20 14:50:19,device_4,1
2016-07-20 14:50:22,device_6,1
2016-07-20 14:51:47,device_2,1
2016-07-20 14:51:56,device_5,1
2016-07-20 14:53:40,device_6,1
2016-07-20 14:56:35,device_3,1
2016-07-20 14:57:41,device_2,1
2016-07-20 15:00:11,device_5,1
2016-07-20 15:00:37,device_6,1
2016-07-20 15:00:57,device_3,1
2016-07-20 15:04:12,device_2,1
2016-07-20 15:04:17,device_2,1
2016-07-20 15:05:25,device_6,1
2016-07-20 15:09:25,device_4,1
2016-07-20 15:09:52,device_3,1
2016-07-20 15:11:20,device_5,1
2016-07-20 15:13:48,device_6,1
2016-07-20 15:18:30,device_2,1
2016-07-20 15:18:44,device_2,1
2016-07-20 15:20:55,device_6,1
2016-07-20 15:21:52,device_3,1
2016-07-20 15:25:04,device_5,1
2016-07-20 15:25:28,device_2,1
2016-07-20 15:26:53,device_2,1
2016-07-20 15:29:28,device_5,1
2016-07-20 15:29:44,device_3,1
2016-07-20 15:34:28,device_5,1
2016-07-20 15:34:35,device_3,1
2016-07-20 15:37:13,device_4,1
2016-07-20 15:37:22,device_6,1
2016-07-20 15:37:34,device_2,1
2016-07-20 15:39:14,device_3,1
2016-07-20 15:40:58,device_2,1
2016-07-20 15:42:24,device_2,1
2016-07-20 15:43:32,device_5,1
2016-07-20 15:44:05,device_4,1
2016-07-20 15:50:39,device_4,1
2016-07-20 15:51:47,device_5,1
2016-07-20 15:54:39,device_2,1
2016-07-20 15:54:42,device_6,1
2016-07-20 15:58:43,device_4,1
2016-07-20 15:58:51,device_6,1
2016-07-20 16:00:59,device_3,1
2016-07-20 16:11:17,device_2,1
2016-07-20 16:11:23,device_4,1
2016-07-20 16:15:58,device_6,1
2016-07-20 16:20:37,device_2,1
2016-07-20 16:20:42,device_6,1
2016-07-20 16:34:39,device_6,1
2016-07-20 16:37:24,device_2,1
2016-07-20 16:47:43,device_2,1
2016-07-20 16:51:00,device_2,1
2016-07-20 16:52:07,device_4,1
2016-07-20 16:58:10,device_2,1
2016-07-20 16:59:11,device_4,1
2016-07-20 17:02:10,device_2,1
2016-07-20 17:02:15,device_2,1
2016-07-20 17:06:30,device_2,1
2016-07-20 17:06:32,device_2,1
2016-07-20 17:08:38,device_4,1
2016-07-20 17:10:20,device_2,1
2016-07-20 17:10:49,device_2,1
2016-07-20 17:13:53,device_6,1
2016-07-20 17:17:16,device_2,1
2016-07-20 17:18:19,device_2,1
2016-07-20 17:32:12,device_6,1
2016-07-20 17:44:06,device_6,1
2016-07-20 18:01:04,device_6,1
2016-07-21 06:30:44,device_6,1
2016-07-21 06:42:54,device_6,1
2016-07-21 07:15:42,device_6,1
2016-07-21 07:38:16,device_6,1
2016-07-21 07:57:34,device_6,1
2016-07-21 08:27:50,device_4,1
2016-07-21 08:31:15,device_6,1
2016-07-21 08:37:53,device_6,1
2016-07-21 08:42:30,device_4,1
2016-07-21 08:42:38,device_6,1
2016-07-21 08:48:20,device_6,1
2016-07-21 08:52:46,device_6,1
2016-07-21 09:02:19,device_4,1
2016-07-21 09:02:54,device_6,1
2016-07-21 09:10:15,device_4,1
2016-07-21 09:14:32,device_6,1
2016-07-21 09:16:27,device_5,1
2016-07-21 09:23:22,device_5,1
2016-07-21 09:33:00,device_6,1
2016-07-21 09:36:04,device_6,1
2016-07-21 09:40:22,device_2,1
2016-07-21 09:44:12,device_5,1
2016-07-21 09:44:51,device_2,1
2016-07-21 09:47:39,device_3,1
2016-07-21 09:48:09,device_6,1
2016-07-21 09:51:22,device_2,1
2016-07-21 09:51:43,device_4,1
2016-07-21 09:56:47,device_2,1
2016-07-21 09:56:59,device_6,1
2016-07-21 10:03:20,device_5,1
2016-07-21 10:06:51,device_5,1
2016-07-21 10:10:54,device_2,1
2016-07-21 10:11:08,device_2,1
2016-07-21 10:11:45,device_4,1
2016-07-21 10:18:47,device_6,1
2016-07-21 10:19:05,device_2,1
2016-07-21 10:23:24,device_4,1
2016-07-21 10:24:29,device_2,1
2016-07-21 10:25:08,device_2,1
2016-07-21 10:25:59,device_6,1
2016-07-21 10:29:21,device_5,1
2016-07-21 10:40:33,device_5,1
2016-07-21 10:40:35,device_6,1
2016-07-21 10:47:41,device_6,1
2016-07-21 10:51:57,device_2,1
2016-07-21 10:52:01,device_6,1
2016-07-21 10:52:09,device_5,1
2016-07-21 11:02:29,device_5,1
2016-07-21 11:03:09,device_2,1
2016-07-21 11:07:13,device_2,1
2016-07-21 11:08:47,device_6,1
2016-07-21 11:26:50,device_5,1
2016-07-21 11:27:37,device_2,1
2016-07-21 11:28:05,device_6,1
2016-07-21 11:35:14,device_5,1
2016-07-21 11:37:47,device_2,1
2016-07-21 11:40:26,device_2,1
2016-07-21 11:53:52,device_6,1
2016-07-21 11:54:17,device_4,1
2016-07-21 11:58:46,device_6,1
2016-07-21 12:04:11,device_3,1
2016-07-21 12:06:40,device_6,1
